0,1499627
1,1496627
2,1493662
3,1490575
4,1487542
5,1484560
6,1481532
7,1478517
8,1475516
9,1472433
10,1469430
11,1466423
12,1463375
13,1460257
14,1457268
15,1454333
16,1451362
17,1448367
18,1445394
19,1442402
20,1439471
21,1436472
22,1433429
23,1430394
24,1427348
25,1424295
26,1421335
27,1418353
28,1415328
29,1412250
30,1409224
31,1406217
32,1403242
33,1400267
34,1397296
35,1394146
36,1391178
37,1388113
38,1385132
39,1382076
40,1379134
41,1376116
42,1373053
43,1369946
44,1366966
45,1363997
46,1360939
47,1357902
48,1354836
49,1351897
50,1348842
51,1345820
52,1342879
53,1339927
54,1336911
55,1333880
56,1330911
57,1327904
58,1324927
59,1321833
60,1318858
61,1315816
62,1312824
63,1309827
64,1306843
65,1303780
66,1300743
67,1297748
68,1294721
69,1291728
70,1288674
71,1285675
72,1282613
73,1279595
74,1276497
75,1273565
76,1270523
77,1267496
78,1264518
79,1261566
80,1258616
81,1255586
82,1252613
83,1249519
84,1246616
85,1243606
86,1240588
87,1237525
88,1234531
89,1231504
90,1228518
91,1225453
92,1222472
93,1219432
94,1216410
95,1213465
96,1210504
97,1207551
98,1204544
99,1201585
100,1198554
101,1195471
102,1195533
103,1192545
104,1192681
105,1189705
106,1189655
107,1186549
108,1186509
109,1183487
110,1183544
111,1180579
112,1180545
113,1177596
114,1177732
115,1174708
116,1174640
117,1171635
118,1171595
119,1168410
120,1168389
121,1165338
122,1165335
123,1162268
124,1162197
125,1159274
126,1159323
127,1156152
128,1156234
129,1153371
130,1153451
131,1150517
132,1150524
133,1147570
134,1147471
135,1144426
136,1144483
137,1141486
138,1141599
139,1138610
140,1138637
141,1135663
142,1135771
143,1132775
144,1132947
145,1129812
146,1129745
147,1126726
148,1126748
149,1123744
150,1123705
151,1120716
152,1120760
153,1117746
154,1117689
155,1114704
156,1114728
157,1111663
158,1111679
159,1108570
160,1108593
161,1105540
162,1105631
163,1102735
164,1102833
165,1099844
166,1099800
167,1096998
168,1096953
169,1093979
170,1093844
171,1090735
172,1090749
173,1087935
174,1087889
175,1084816
176,1084766
177,1081812
178,1081790
179,1078608
180,1078569
181,1075501
182,1075540
183,1072457
184,1072549
185,1069320
186,1069254
187,1066116
188,1066121
189,1063098
190,1063158
191,1060225
192,1060305
193,1057145
194,1057146
195,1054179
196,1054038
197,1050905
198,1050824
199,1047914
200,1047847
201,1044790
202,1044796
203,1041650
204,1044650
205,1038707
206,1041625
207,1038768
208,1038949
209,1035996
210,1038966
211,1032865
212,1035791
213,1032772
214,1032811
215,1029860
216,1032947
217,1026983
218,1029949
219,1026833
220,1026943
221,1024010
222,1026979
223,1020854
224,1023908
225,1021016
226,1021058
227,1018136
228,1021293
229,1015116
230,1018059
231,1015014
232,1015028
233,1012089
234,1015070
235,1009177
236,1012225
237,1009215
238,1009080
239,1006082
240,1008996
241,1002994
242,1005933
243,1003044
244,1003158
245,999962
246,1003047
247,997112
248,1000161
249,997051
250,997164
251,994288
252,997312
253,991212
254,994179
255,991080
256,991074
257,988051
258,991082
259,985061
260,988112
261,985262
262,985320
263,982269
264,985129
265,979023
266,981947
267,978989
268,978753
269,975871
270,979001
271,973053
272,976135
273,973081
274,972945
275,970000
276,973264
277,967126
278,970075
279,967106
280,967255
281,964277
282,967287
283,961275
284,964304
285,961357
286,961531
287,958556
288,961769
289,955695
290,958646
291,955731
292,955517
293,952491
294,955597
295,949733
296,952680
297,949688
298,949828
299,946817
300,949758
301,943775
302,946954
303,943930
304,944048
305,941059
306,946886
307,937989
308,940976
309,940982
310,940969
311,934970
312,941032
313,935015
314,938123
315,934967
316,934893
